Animal ID,Animal Name,Animal Type,Primary Color,Secondary Color,Sex,DOB,Intake Date,Intake Condition,Intake Type,Intake Subtype,Reason for Intake,Outcome Date,Crossing,Jurisdiction,Outcome Type,Outcome Subtype,latitude,longitude,intake_is_dead,outcome_is_dead,was_outcome_alive,geopoint
A717789,BOGO,OTHER,BLACK,WHITE,Male,2023-03-28,2024-03-28,ILL MODERATETE,OWNER SURRENDER,OTC,ATTENTION,2024-03-28,18000 BLK WATSON AVE CERRITOS CA 90703,CERRITOS,EUTHANASIA,ILL SEVERE,33.860565,-118.0454791,Alive on Intake,TRUE,0,"33.860565, -118.0454791"
A595079,,CAT,GRAY TABBY,,Female,2017-08-01,2017-08-10,UNDER AGE/WEIGHT,STRAY,OTC,,2017-08-10,"18000 CHRISTINA AVE, CERRITOS, CA 90703",CERRITOS,EUTHANASIA,ILL MODERA,33.8618822,-118.0670183,Alive on Intake,TRUE,0,"33.8618822, -118.0670183"
A626988,,CAT,GRAY,WHITE,Male,2019-03-25,2019-05-25,FRACTIOUS,STRAY,OTC,,2019-07-17,"18000 GODINHO AVE, CERRITOS, CA 90703",CERRITOS,TRANSFER,SPCALA,33.861679,-118.0580844,Alive on Intake,FALSE,1,"33.861679, -118.0580844"
A704817,,BIRD,BLACK,,Unknown,2022-08-14,2023-08-14,ILL MILD,WILDLIFE,FIELD,,2023-08-14,18000 PARK PLAZA,CERRITOS,TRANSFER,LBAH,33.8675191,-118.0617981,Alive on Intake,FALSE,1,"33.8675191, -118.0617981"
A667964,CHAD,CAT,WHITE,,Neutered,2020-06-11,2021-12-12,NORMAL,OWNER SURRENDER,OTC,OWNER PROB,2022-08-07,"18000 STUDEBAKER RD, CERRITOS, CA 90703",CERRITOS,ADOPTION,PFE/PAWSHP,33.868549,-118.0970425,Alive on Intake,FALSE,1,"33.868549, -118.0970425"
A626075,*EILISH,CAT,BLACK,,Spayed,2017-05-09,2019-05-09,FRACTIOUS,STRAY,OTC,,2019-05-21,"18000 WYETH DR, CERRITOS, CA 90703",CERRITOS,"SHELTER, NEUTER, RETURN",STRAYCATAL,33.8565835,-118.0789487,Alive on Intake,FALSE,1,"33.8565835, -118.0789487"
A700291,,WILD,PINK,,Unknown,,2023-06-07,UNDER AGE/WEIGHT,WILDLIFE,FIELD,,2023-06-07,"18000BLOCK HARVEST , CERRITOS",CERRITOS,EUTHANASIA,UNDRAGE/WT,33.8583483,-118.0647871,Alive on Intake,TRUE,0,"33.8583483, -118.0647871"
A700293,,WILD,PINK,,Unknown,,2023-06-07,UNDER AGE/WEIGHT,WILDLIFE,FIELD,,2023-06-07,"18000BLOCK HARVEST , CERRITOS",CERRITOS,EUTHANASIA,UNDRAGE/WT,33.8583483,-118.0647871,Alive on Intake,TRUE,0,"33.8583483, -118.0647871"
A700294,,WILD,PINK,,Unknown,,2023-06-07,UNDER AGE/WEIGHT,WILDLIFE,FIELD,,2023-06-07,"18000BLOCK HARVEST , CERRITOS",CERRITOS,EUTHANASIA,UNDRAGE/WT,33.8583483,-118.0647871,Alive on Intake,TRUE,0,"33.8583483, -118.0647871"
A714803,*EDSEL,DOG,BLACK,TAN,Neutered,2012-02-11,2024-02-10,AGED,STRAY,OTC,,2024-03-05,"18020 LAURELBROOK PL, CERRITOS, CA 90703",CERRITOS,RESCUE,FROST FACE,33.8673162,-118.04013,Alive on Intake,FALSE,1,"33.8673162, -118.04013"
A678575,,WILD,BROWN,BLACK,Unknown,,2022-06-30,UNDER AGE/WEIGHT,WILDLIFE,FIELD,,2022-06-30,"18100 BLK ANTONIO AVE, CERRITOS, CA 90703",CERRITOS,EUTHANASIA,INJ SEVERE,33.867256,-118.0381827,Alive on Intake,TRUE,0,"33.867256, -118.0381827"
A610484,MARTINI,DOG,WHITE,CREAM,Spayed,2007-08-15,2018-07-01,NORMAL,STRAY,FIELD,,2018-07-05,"18100 BLK BLOOMFIELD BLVD, CERRITOS, CA 90703",CERRITOS,RETURN TO OWNER,WEB,33.8673456,-118.0636787,Alive on Intake,FALSE,1,"33.8673456, -118.0636787"
A686093,LUNA,DOG,BLACK,WHITE,Female,,2022-10-06,NORMAL,WELFARE SEIZED,POLICE,,2022-10-08,"18100 BLOOMFIELD AVE, CERRITOS, CA 90703",CERRITOS,RETURN TO OWNER,WALKIN,33.8673456,-118.0636787,Alive on Intake,FALSE,1,"33.8673456, -118.0636787"
A632791,,BIRD,GRAY,,Unknown,,2019-08-30,INJURED  MILD,WILDLIFE,FIELD,,2019-08-30,"18100 BLOOMFIELD AVE, CERRITOS, CA 90703",CERRITOS,TRANSFER,LBAH,33.8673456,-118.0636787,Alive on Intake,FALSE,1,"33.8673456, -118.0636787"
A610542,TODD,DOG,BLACK,TAN,Male,2017-07-04,2018-07-02,NORMAL,STRAY,FIELD,,2018-07-04,"18100 BLOOMFIELD AVE, CERRITOS, CA 90703",CERRITOS,RETURN TO OWNER,WALKIN,33.8673456,-118.0636787,Alive on Intake,FALSE,1,"33.8673456, -118.0636787"
A629519,DAISY,DOG,BROWN,BLACK,Female,2008-07-10,2019-07-08,NORMAL,STRAY,FIELD,,2019-07-10,"18135 BLOOMFIELD AVE, CERRITOS, CA 90703",CERRITOS,RETURN TO OWNER,WALKIN,33.8662065,-118.065961,Alive on Intake,FALSE,1,"33.8662065, -118.065961"
A643116,,CAT,BRN TABBY,WHITE,Female,2020-03-26,2020-05-26,INJURED  SEVERE,STRAY,FIELD,,2020-05-26,"18135 BLOOMFIELD AVE, CERRITOS, CA 90703",CERRITOS,EUTHANASIA,INJ SEVERE,33.8662065,-118.065961,Alive on Intake,TRUE,0,"33.8662065, -118.065961"
A488185,BATMAN,DOG,BLACK,,Male,2011-12-28,2021-06-28,NORMAL,STRAY,FIELD,,2021-06-28,"18183 BLOOMFIELD AVE, CERRITOS, CA 90703",CERRITOS,RETURN TO OWNER,FRE RID HM,33.8664275,-118.0638124,Alive on Intake,FALSE,1,"33.8664275, -118.0638124"
A688584,*MIKI,DOG,BLACK,WHITE,Female,2021-11-12,2022-11-27,NORMAL,RETURN,ADOPTION,LANDLORD,2023-01-08,"18200 CHESTNUT AVE. LONG BEACH, CA 90806",LONG BEACH,HOMEFIRST,,33.8116388,-118.1958938,Alive on Intake,FALSE,1,"33.8116388, -118.1958938"
A611334,,CAT,BLUE PT,,Unknown,2018-06-19,2018-07-19,UNDER AGE/WEIGHT,STRAY,FIELD,,2018-07-19,"1823 E 68TH ST, LONG BEACH, CA 90805",LONG BEACH,EUTHANASIA,UNDRAGE/WT,33.8786369,-118.1699567,Alive on Intake,TRUE,0,"33.8786369, -118.1699567"
A662834,,DOG,BLACK,BROWN,Male,2020-08-29,2021-08-29,NORMAL,STRAY,FIELD,,2021-08-29,"1825 SAINT LOUIS AVE, SIGNAL HILL, CA 90755",SIGNAL HILL,RETURN TO OWNER,PHONE,33.7908901,-118.1670214,Alive on Intake,FALSE,1,"33.7908901, -118.1670214"
A611586,CAPOLIN,DOG,BLACK,,Male,2007-07-25,2018-07-25,NORMAL,OWNER SURRENDER,OTC,COST,2018-07-31,"183 E NORTON ST, LONG BEACH, CA 90805",LONG BEACH,TRANSFER,SPCALA,33.8585939,-118.193402,Alive on Intake,FALSE,1,"33.8585939, -118.193402"
A282135,WHISKEY,DOG,WHITE,,Neutered,2003-07-07,2021-02-06,INJURED  MILD,STRAY,FIELD,,2021-02-06,"1830 E PACIFIC COAST HWY, LONG BEACH, CA 90806",LONG BEACH,RETURN TO OWNER,MICROCHIP,33.7896706,-118.169206,Alive on Intake,FALSE,1,"33.7896706, -118.169206"
A662274,*PUURRECIOUS,CAT,GRAY,WHITE,Spayed,2021-05-22,2021-08-22,NORMAL,STRAY,FIELD,,2021-10-06,"1830 W WILLOW ST, LONG BEACH, CA 90810",LONG BEACH,ADOPTION,WEB,33.8041691,-118.2173296,Alive on Intake,FALSE,1,"33.8041691, -118.2173296"
A713481,,CAT,TORTIE,BROWN,Unknown,2023-01-19,2024-01-19,INJURED  SEVERE,STRAY,FIELD,,2024-01-19,18300 AND CRUSADER,CERRITOS,EUTHANASIA,AT VET,33.8583483,-118.0647871,Alive on Intake,TRUE,0,"33.8583483, -118.0647871"
A649441,,WILD,BROWN,,Unknown,,2020-09-28,INJURED  SEVERE,WILDLIFE,FIELD,,2020-09-28,"18300 BLK ALEXANDER AVE, CERRITOS, CA 90703",CERRITOS,TRANSFER,LBAH,33.86588810000001,-118.0449208,Alive on Intake,FALSE,1,"33.86588810000001, -118.0449208"
A638629,,OTHER,GRAY,,Male,,2020-01-16,INJURED  SEVERE,WILDLIFE,FIELD,,2020-01-16,"18300 BLK DINA PL, CE 90703",CERRITOS,TRANSFER,LBAH,33.8655903,-118.0614996,Alive on Intake,FALSE,1,"33.8655903, -118.0614996"
A684310,,BIRD,GREEN,GRAY,Unknown,2019-09-17,2022-09-17,INJURED  SEVERE,WILDLIFE,FIELD,,2022-09-17,"18300 BLOOMFIELD AVE, CERRITOS, CA 90703",CERRITOS,EUTHANASIA,INJ SEVERE,33.8658066,-118.0636483,Alive on Intake,TRUE,0,"33.8658066, -118.0636483"
A672763,,BIRD,GRAY,,Unknown,,2022-04-07,INJURED  MILD,WILDLIFE,FIELD,,2022-04-07,"18300 PIRES AVE, CERRITOS, CA 90703",CERRITOS,EUTHANASIA,ILL SEVERE,33.8656502,-118.0503265,Alive on Intake,TRUE,0,"33.8656502, -118.0503265"
A660852,SMUDGE,CAT,WHITE,BRN TABBY,Neutered,2018-07-26,2021-07-26,NORMAL,CONFISCATE,OWNER DIED,,2021-09-05,"1835 SANTA FE AVE, LONG BEACH, CA 90810",LONG BEACH,ADOPTION,REFERRAL,33.7912894,-118.2160074,Alive on Intake,FALSE,1,"33.7912894, -118.2160074"
A626796,*UNO,DOG,BROWN,,Neutered,2016-05-22,2019-05-22,FRACTIOUS,OWNER SURRENDER,OTC,NO HOME,2019-06-15,"1836 CEDAR AVE, LONG BEACH, CA 90806",LONG BEACH,RESCUE,DOGWOBDR,33.790676,-118.1949756,Alive on Intake,FALSE,1,"33.790676, -118.1949756"
A594006,*REYES LAY,CAT,BLACK,,Spayed,2017-03-22,2018-03-04,NORMAL,STRAY,OTC,,2018-03-24,"183RD ST / BLOOMFIELD AVE, CERRITOS, CA 90703",CERRITOS,ADOPTION,GOOD SAM,33.8659087,-118.0637991,Alive on Intake,FALSE,1,"33.8659087, -118.0637991"
A668392,*ADDY,DOG,WHITE,BROWN,Spayed,2013-12-23,2021-12-23,NORMAL,STRAY,OTC,,2022-01-06,"183RD ST / CARMENITA RD, CERRITOS, CA 90703",CERRITOS,RESCUE,FROST FACE,33.8659066,-118.0462857,Alive on Intake,FALSE,1,"33.8659066, -118.0462857"
A586340,*ERNIE,DOG,BROWN,WHITE,Male,2010-02-26,2017-02-26,NORMAL,STRAY,OTC,,2017-04-13,"183RD ST / CARMENITA RD, LCERRITOS, CA 90703",CERRITOS,RESCUE,OTHER RESC,33.8659066,-118.0462857,Alive on Intake,FALSE,1,"33.8659066, -118.0462857"
A656939,,CAT,ORANGE,WHITE,Male,2014-05-01,2021-05-01,INJURED  SEVERE,STRAY,FIELD,,2021-05-01,"183RD ST / STOWERS AVE, CERRITOS, CA 90703",CERRITOS,DIED,ENROUTE,33.8660421,-118.0420143,Alive on Intake,TRUE,0,"33.8660421, -118.0420143"
A589869,*AJA,CAT,BRN TABBY,,Female,2013-05-07,2017-05-07,NORMAL,STRAY,OTC,,2017-05-14,"183RD ST / STUDEBAKER RD, CERRITOS, CA 90703",CERRITOS,TRANSFER,SPCALA,33.8656805,-118.0997404,Alive on Intake,FALSE,1,"33.8656805, -118.0997404"
A689352,*WISHBONE,DOG,WHITE,,Neutered,2021-11-09,2022-11-24,NORMAL,STRAY,FIELD,,2023-03-11,"18400 MARIA PL, CERRITOS, CA 90703",CERRITOS,TRANSFER,SPCALA,33.8648527,-118.0595846,Alive on Intake,FALSE,1,"33.8648527, -118.0595846"
A678330,,CAT,GRAY TABBY,,Female,2022-06-09,2022-06-24,ILL SEVERE,STRAY,FIELD,,2022-06-24,"18500 BLK STUDEBAKER RD, CERRITOS, CA 90703",CERRITOS,EUTHANASIA,ILL SEVERE,33.8635376,-118.0986428,Alive on Intake,TRUE,0,"33.8635376, -118.0986428"
A441394,MAX,DOG,BLACK,WHITE,Neutered,2009-01-27,2017-07-24,NORMAL,STRAY,FIELD,,2017-07-24,"18500 STUDEBAKER RD, CERRITOS, CA 90703",CERRITOS,RETURN TO OWNER,FRE RID HM,33.8635376,-118.0986428,Alive on Intake,FALSE,1,"33.8635376, -118.0986428"
A612979,AKITO,DOG,CREAM,WHITE,Male,2015-08-17,2018-08-17,NORMAL,STRAY,FIELD,,2018-08-17,"18600 BLK BLOOMFIELD AVE, CERRITOS, CA 90703",CERRITOS,RETURN TO OWNER,WALKIN,33.8631745,-118.0614887,Alive on Intake,FALSE,1,"33.8631745, -118.0614887"
A606232,,BIRD,GRAY,,Unknown,,2018-04-14,INJURED  MODERATE,WILDLIFE,FIELD,,2018-04-14,"18600 BLK BLOOMFIELD AVE, CERRITOS, CA 90703",CERRITOS,DIED,ENROUTE,33.8631745,-118.0614887,Alive on Intake,TRUE,0,"33.8631745, -118.0614887"
A587269,,BIRD,GRAY,,Unknown,,2017-03-18,INJURED  MODERATE,WILDLIFE,FIELD,,2017-03-18,"18600 BLK BLOOMFIELD AVE, CERRITOS, CA 90703",CERRITOS,TRANSFER,LBAH,33.8631745,-118.0614887,Alive on Intake,FALSE,1,"33.8631745, -118.0614887"
A690082,,BIRD,WHITE,,Unknown,,2022-12-03,INJURED  SEVERE,WILDLIFE,FIELD,,2022-12-03,"18600 BLK BLOOMFIELD BLVD, CERRITOS, CA 90703",CERRITOS,EUTHANASIA,INJ SEVERE,33.8631745,-118.0614887,Alive on Intake,TRUE,0,"33.8631745, -118.0614887"
A711788,,REPTILE,GREEN,RED,Unknown,2013-12-11,2023-12-11,INJURED  SEVERE,WILDLIFE,FIELD,,2023-12-11,18600 BLOOMFIELD,CERRITOS,TRANSFER,LBAH,33.8631745,-118.0614887,Alive on Intake,FALSE,1,"33.8631745, -118.0614887"
A693544,,BIRD,YELLOW,,Unknown,,2023-02-16,NORMAL,STRAY,FIELD,,2023-02-17,"18600 BLOOMFIELD AVE, CERRITOS, CA 90703",CERRITOS,TRANSPORT,OTHER RESC,33.8631745,-118.0614887,Alive on Intake,FALSE,1,"33.8631745, -118.0614887"
A693545,,BIRD,YELLOW,,Unknown,,2023-02-16,NORMAL,STRAY,FIELD,,2023-02-17,"18600 BLOOMFIELD AVE, CERRITOS, CA 90703",CERRITOS,TRANSPORT,OTHER RESC,33.8631745,-118.0614887,Alive on Intake,FALSE,1,"33.8631745, -118.0614887"
A606040,TRITON,DOG,YELLOW,,Male,2015-04-09,2018-04-09,NORMAL,STRAY,FIELD,,2018-04-19,"18600 BLOOMFIELD AVE, CERRITOS, CA 90703",CERRITOS,TRANSFER,SPCALA,33.8631745,-118.0614887,Alive on Intake,FALSE,1,"33.8631745, -118.0614887"
A693550,,BIRD,YELLOW,,Unknown,,2023-02-16,NORMAL,STRAY,FIELD,,2023-02-17,"18600 BLOOMFIELD AVE, CERRITOS, CA 90703",CERRITOS,TRANSPORT,OTHER RESC,33.8631745,-118.0614887,Alive on Intake,FALSE,1,"33.8631745, -118.0614887"
A647113,,CAT,ORG TABBY,WHITE,Unknown,2020-07-29,2020-08-13,UNDER AGE/WEIGHT,STRAY,ABAN FIELD,,2020-08-13,"18600 BLOOMFIELD AVE, CERRITOS, CA 90703",CERRITOS,RESCUE,LITTLEPAWS,33.8631745,-118.0614887,Alive on Intake,FALSE,1,"33.8631745, -118.0614887"
A647112,,CAT,WHITE,BLACK,Unknown,2020-07-29,2020-08-13,UNDER AGE/WEIGHT,STRAY,ABAN FIELD,,2020-08-13,"18600 BLOOMFIELD AVE, CERRITOS, CA 90703",CERRITOS,RESCUE,LITTLEPAWS,33.8631745,-118.0614887,Alive on Intake,FALSE,1,"33.8631745, -118.0614887"
A647116,,CAT,ORG TABBY,WHITE,Unknown,2020-07-29,2020-08-13,UNDER AGE/WEIGHT,STRAY,ABAN FIELD,,2020-08-13,"18600 BLOOMFIELD AVE, CERRITOS, CA 90703",CERRITOS,RESCUE,LITTLEPAWS,33.8631745,-118.0614887,Alive on Intake,FALSE,1,"33.8631745, -118.0614887"
A591132,LUCILE,DOG,RED,,Spayed,2011-06-01,2017-06-01,NORMAL,STRAY,OTC,,2017-06-07,"18600 BLOOMFIELD AVE, CERRITOS, CA 90703",CERRITOS,ADOPTION,WALKIN,33.8631745,-118.0614887,Alive on Intake,FALSE,1,"33.8631745, -118.0614887"
A661097,*ABBY,DOG,BLACK,WHITE,Spayed,2020-12-02,2021-08-02,NORMAL,STRAY,OTC,,2021-08-18,"18600 BLOOMFIELD AVE, CERRITOS, CA 90703",CERRITOS,ADOPTION,WALKIN,33.8631745,-118.0614887,Alive on Intake,FALSE,1,"33.8631745, -118.0614887"
A611651,,BIRD,GRAY,,Unknown,,2018-07-26,ILL SEVERE,WILDLIFE,FIELD,,2018-07-26,"18600 BLOOMFILED AVE, CERRITOS, CA 90703",CERRITOS,DIED,ENROUTE,33.8631745,-118.0614887,Alive on Intake,TRUE,0,"33.8631745, -118.0614887"
A592179,,OTHER,GRAY,,Unknown,2017-05-20,2017-06-20,INJURED  SEVERE,WILDLIFE,FIELD,,2017-06-20,"18700 BLK BECHARD PL, CERRITOS, CA 90703",CERRITOS,EUTHANASIA,INJ SEVERE,33.86211790000001,-118.0626577,Alive on Intake,TRUE,0,"33.86211790000001, -118.0626577"
A713095,ZELDA,CAT,CALICO,,Spayed,2013-01-11,2024-01-11,NORMAL,OWNER SURRENDER,OTC,,2024-03-02,"18700 BLOCK OF VIKINGS WAY, CERRITOS, CA 90703",CERRITOS,ADOPTION,WEB,33.8619431,-118.0482752,Alive on Intake,FALSE,1,"33.8619431, -118.0482752"
A713117,PATCHES,CAT,TRICOLOR,,Spayed,2017-01-12,2024-01-12,NORMAL,OWNER SURRENDER,OTC,,2024-04-17,"18700 BLOCK OF VIKINGS WAY, CERRITOS, CA 90703",CERRITOS,ADOPTION,PFE/PAWSHP,33.8619431,-118.0482752,Alive on Intake,FALSE,1,"33.8619431, -118.0482752"
A633946,,CAT,BRN TABBY,,Neutered,2016-09-20,2019-09-20,ILL MODERATETE,STRAY,FIELD,,2019-12-24,"18700 GODINHO AVE, CERRITOS, CA 90703",CERRITOS,TRANSFER,SPCALA,33.861679,-118.0580844,Alive on Intake,FALSE,1,"33.861679, -118.0580844"
A658511,*LYNX,CAT,WHITE,,Spayed,2021-04-07,2021-08-09,NORMAL,STRAY,FIELD,,2021-08-18,"1871 JUNIPERO AVE, SIGNAL HILL, CA 90755",SIGNAL HILL,ADOPTION,WEB,33.7911054,-118.1635351,Alive on Intake,FALSE,1,"33.7911054, -118.1635351"
A718300,,WILD,BROWN,,Unknown,2023-04-10,2024-04-10,ILL SEVERE,WILDLIFE,FIELD,,2024-04-10,"18800 BLK CHRISTINA AVE, CERRITOS, CA 90703",CERRITOS,EUTHANASIA,ILL SEVERE,33.86090590000001,-118.0667875,Alive on Intake,TRUE,0,"33.86090590000001, -118.0667875"
A605139,,WILD,BROWN,,Unknown,,2018-03-22,INJURED  MODERATE,WILDLIFE,FIELD,,2018-03-22,"18800 BLOOMFIELD AVE, CERRITOS, CA 90703",CERRITOS,EUTHANASIA,INJ SEVERE,33.8607808,-118.0635774,Alive on Intake,TRUE,0,"33.8607808, -118.0635774"
A647167,,CAT,BLACK,,Male,2020-07-16,2020-08-14,UNDER AGE/WEIGHT,STRAY,FIELD,,2020-08-22,"18800 JEFFREY AVE, CERRITOS, CA 90703",CERRITOS,RESCUE,CATPAWS,33.8611671,-118.0543555,Alive on Intake,FALSE,1,"33.8611671, -118.0543555"
A647169,,CAT,TORTIE,,Female,2020-07-16,2020-08-14,UNDER AGE/WEIGHT,STRAY,FIELD,,2020-08-22,"18800 JEFFREY AVE, CERRITOS, CA 90703",CERRITOS,RESCUE,CATPAWS,33.8611671,-118.0543555,Alive on Intake,FALSE,1,"33.8611671, -118.0543555"
A587701,TOMMY,DOG,TAN,BROWN,Neutered,2013-04-06,2017-03-28,NORMAL,STRAY,FIELD,,2017-04-06,"18800 PIONEER BLVD, CERRITOS, CA 90703",CERRITOS,RETURN TO OWNER,WALKIN,33.8599146,-118.0821176,Alive on Intake,FALSE,1,"33.8599146, -118.0821176"
A625579,ENZO,DOG,WHITE,,Male,2014-04-29,2019-04-29,NORMAL,STRAY,FIELD,,2019-05-05,"18800 WATSON AVE, CERRITOS, CA 90703",CERRITOS,RETURN TO OWNER,WALKIN,33.860565,-118.0454791,Alive on Intake,FALSE,1,"33.860565, -118.0454791"
A612951,,CAT,BLACK,,Female,2018-07-16,2018-08-16,UNDER AGE/WEIGHT,STRAY,FIELD,,2018-08-17,"18900 BLK KINGS ROW AVE, CERRITOS, CA 90703",CERRITOS,TRANSFER,SPCALA,33.8592985,-118.1046737,Alive on Intake,FALSE,1,"33.8592985, -118.1046737"
A629098,,CAT,FLAME PT,,Female,2019-06-08,2019-06-29,UNDER AGE/WEIGHT,STRAY,OTC,,2019-07-03,"18900 BLK KINGS ROW AVE, CERRITOS, CA 90703",CERRITOS,RESCUE,LITTLEPAWS,33.8592985,-118.1046737,Alive on Intake,FALSE,1,"33.8592985, -118.1046737"
A608913,,CAT,BLACK,WHITE,Female,2015-06-01,2018-06-01,NORMAL,STRAY,OTC,,2018-06-14,"18900 BLK SAN GABRIEL AVE, CERRITOS, CA 90703",CERRITOS,RETURN TO RESCUE,OTHER RESC,33.8589904,-118.1037222,Alive on Intake,FALSE,1,"33.8589904, -118.1037222"
A633798,A633798*SHYSHY,CAT,BLACK,WHITE,Spayed,,2019-09-18,NORMAL,STRAY,OTC,,2019-09-24,"18900 BLK WATSON AVE, CERRITOS, CA 90703",CERRITOS,"SHELTER, NEUTER, RETURN",STRAYCATAL,33.8597987,-118.0452321,Alive on Intake,FALSE,1,"33.8597987, -118.0452321"
A650388,,CAT,BLACK,WHITE,Female,2020-09-13,2020-10-22,UNDER AGE/WEIGHT,STRAY,FIELD,,2020-10-23,"18900 KINGS ROW AVE, CERRITOS, CA 90703",CERRITOS,RESCUE,FNDANIFOUN,33.8592985,-118.1046737,Alive on Intake,FALSE,1,"33.8592985, -118.1046737"
A690253,,CAT,WHITE,GRAY,Unknown,,2022-12-08,ILL SEVERE,STRAY,FIELD,,2022-12-08,"18900 KINGS ROW AVE, CERRITOS, CA 90703",CERRITOS,DIED,IN CARE,33.8592985,-118.1046737,Alive on Intake,TRUE,0,"33.8592985, -118.1046737"
A634992,,CAT,BRN TABBY,WHITE,Male,2019-09-19,2019-10-13,UNDER AGE/WEIGHT,STRAY,OTC,,2019-10-21,"18900 KINGS ROW AVE, CERRITOS, CA 90703",CERRITOS,EUTHANASIA,ILL SEVERE,33.8592985,-118.1046737,Alive on Intake,TRUE,0,"33.8592985, -118.1046737"
A621700,ZOEY,DOG,TAN,,Spayed,2014-02-11,2019-02-11,NORMAL,STRAY,FIELD,,2019-02-13,"18900 NORWALK BLVD, CERRITOS, CA 90703",CERRITOS,RETURN TO OWNER,WALKIN,33.8595863,-118.0718915,Alive on Intake,FALSE,1,"33.8595863, -118.0718915"
A623631,,CAT,BRN TABBY,WHITE,Male,2019-02-19,2019-03-22,UNDER AGE/WEIGHT,STRAY,OTC,,2019-03-23,"18914 KINGS ROW AVE, CERRITOS, CA 90703",CERRITOS,TRANSFER,SPCALA,33.8589839,-118.1046667,Alive on Intake,FALSE,1,"33.8589839, -118.1046667"
A626503,FUZHU,CAT,CALICO,,Female,2015-09-16,2019-05-16,NORMAL,OWNER SURRENDER,OTC,NO HOME,2019-05-18,"18946 VICKIE AVE, CERRITOS, CA 90703",CERRITOS,TRANSFER,SPCALA,33.8595517,-118.0525705,Alive on Intake,FALSE,1,"33.8595517, -118.0525705"
A610329,,OTHER,BLACK,WHITE,Unknown,2016-06-28,2018-06-28,ILL SEVERE,WILDLIFE,FIELD,,2018-06-28,"1895 SAINT LOUIS AVE, SIGNAL HILL, CA 90755",SIGNAL HILL,EUTHANASIA,INJ SEVERE,33.7915314,-118.1665571,Alive on Intake,TRUE,0,"33.7915314, -118.1665571"
A678650,*BISCUIT,CAT,TORTIE DIL,,Female,2022-06-24,2022-07-01,UNDER AGE/WEIGHT,STRAY,OTC,,2022-07-10,"190 BLK W ADAMS ST, LONG BEACH, CA 90805",LONG BEACH,RESCUE,CATPAWS,33.8694657,-118.2050772,Alive on Intake,FALSE,1,"33.8694657, -118.2050772"
A704441,P1,OTHER,PINK,,Unknown,2023-08-02,2023-08-08,UNDER AGE/WEIGHT,STRAY,FIELD,,2023-08-08,1900 BLK 63RD ST,LONG BEACH,EUTHANASIA,UNDRAGE/WT,33.868991,-118.1695337,Alive on Intake,TRUE,0,"33.868991, -118.1695337"
A683768,*DORA,DOG,BLACK,WHITE,Female,2021-11-12,2022-09-12,ILL MILD,STRAY,FIELD,,2022-09-14,"1900 BLK ATLANTIC AVE, LONG BEACH, CA 90806",LONG BEACH,RESCUE,APOLLOSUPP,33.7920012,-118.184824,Alive on Intake,FALSE,1,"33.7920012, -118.184824"
A695759,*CASPIAN 2,CAT,CALICO TAB,,Female,2023-03-02,2023-03-30,UNDER AGE/WEIGHT,STRAY,OTC,,2023-03-30,"1900 BLK CASPIAN AVE, LONG BEACH, CA 90810",LONG BEACH,TRANSFER,SPCALA,33.7916879,-118.2121803,Alive on Intake,FALSE,1,"33.7916879, -118.2121803"
A610158,BUDHA,DOG,BR BRINDLE,WHITE,Male,2018-01-27,2018-06-24,NORMAL,STRAY,FIELD,,2018-06-27,"1900 BLK CEDAR AVE, LONG BEACH, CA 90806",LONG BEACH,RETURN TO OWNER,WALKIN,33.7918539,-118.1948868,Alive on Intake,FALSE,1,"33.7918539, -118.1948868"
A592326,,CAT,BRN TABBY,,Male,2017-06-20,2017-06-23,UNDER AGE/WEIGHT,STRAY,OTC,,2017-06-28,"1900 BLK CEDAR AVE, LONG BEACH, CA 90806",LONG BEACH,RESCUE,CATPAWS,33.7918539,-118.1948868,Alive on Intake,FALSE,1,"33.7918539, -118.1948868"
A592329,,CAT,BLACK,,Female,2017-06-20,2017-06-23,UNDER AGE/WEIGHT,STRAY,OTC,,2017-06-28,"1900 BLK CEDAR AVE, LONG BEACH, CA 90806",LONG BEACH,RESCUE,CATPAWS,33.7918539,-118.1948868,Alive on Intake,FALSE,1,"33.7918539, -118.1948868"
A385678,ALLY,DOG,CREAM,,Female,2004-08-15,2017-05-28,NORMAL,OWNER SURRENDER,OTC,OWNER PROB,2017-06-06,"1900 BLK CEDAR AVE, LONG BEACH, CA 90806",LONG BEACH,RESCUE,OTHER RESC,33.7918539,-118.1948868,Alive on Intake,FALSE,1,"33.7918539, -118.1948868"
A592327,*GUS GUS,CAT,BRN TABBY,,Male,2017-06-10,2017-06-23,UNDER AGE/WEIGHT,STRAY,OTC,,2017-07-12,"1900 BLK CEDAR AVE, LONG BEACH, CA 90806",LONG BEACH,TRANSFER,IRVINE ACC,33.7918539,-118.1948868,Alive on Intake,FALSE,1,"33.7918539, -118.1948868"
A633597,*ZELDA,CAT,TORTIE,,Spayed,2019-08-14,2019-09-14,UNDER AGE/WEIGHT,STRAY,OTC,,2019-11-03,"1900 BLK CEDAR AVE, LONG BEACH, CA 90806",LONG BEACH,ADOPTION,WALKIN,33.7918539,-118.1948868,Alive on Intake,FALSE,1,"33.7918539, -118.1948868"
